item_id,gain_or_loss,item_name,listed_on,acted_on,price
30767566662,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767566656,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767566989,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767566627,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767566621,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767566579,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767566616,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767566587,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767566563,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767566996,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767567016,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767567017,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767567033,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767567044,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767567062,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767567184,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767567075,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
30767566913,sold,{'Snakebite Case'},2025-07-19,2025-07-19,0.70
42472998447,sold,{'Revolution Case'},2025-07-19,2025-07-19,0.70
42472631848,sold,{'Revolution Case'},2025-07-19,2025-07-19,0.70
42472977849,sold,{'Revolution Case'},2025-07-19,2025-07-19,0.70
42472619385,sold,{'Revolution Case'},2025-07-19,2025-07-19,0.70
42472638857,sold,{'Revolution Case'},2025-07-19,2025-07-19,0.70
42472984359,sold,{'Revolution Case'},2025-07-19,2025-07-19,0.70
42472617172,sold,{'Revolution Case'},2025-07-19,2025-07-19,0.70
42472936885,sold,{'Revolution Case'},2025-07-19,2025-07-19,0.70
42472608315,sold,{'Revolution Case'},2025-07-19,2025-07-19,0.70
42224704897,sold,{'Sticker | Boom Epicenter'},2025-03-06,2025-06-15,0.06
42231370471,sold,{'Sticker | Boom Epicenter'},2025-03-06,2025-06-15,0.06
42569540499,sold,{'AWP | Safari Mesh'},2025-05-21,2025-06-04,0.27
31270867754,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867753,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867752,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867755,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867756,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867757,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867759,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867760,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867758,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867761,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867763,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867764,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867762,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867765,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867768,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867767,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867766,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867770,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867771,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
31270867769,sold,{'Paris 2023 Challengers Autograph Capsule'},2025-02-26,2025-05-29,0.15
42256281046,sold,{'Negev | Bulkhead'},2025-05-21,2025-05-24,0.10
31270871726,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
31270871727,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
31270871732,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
31270871728,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
31270871731,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
31270871730,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
31270871729,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
31270871734,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
31270871733,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
31270871735,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
31270871736,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
31270871737,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
31270871738,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
31270871739,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
38679937293,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
38679937300,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
38679937305,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
38679937302,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
38679937296,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
38679937307,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
38679937312,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
38679937309,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
38679937313,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
38679937316,sold,{'Paris 2023 Contenders Sticker Capsule'},2025-02-26,2025-05-24,0.09
27330011605,sold,{'P90 | Teardown'},2025-05-21,2025-05-21,0.88
44035510752,bought,{'Charm | Big Kev'},2025-05-21,2025-05-21,0.50
43729621025,bought,{'Charm | Big Kev'},2025-05-21,2025-05-21,0.50
43237023860,sold,{'AK-47 | Safari Mesh'},2025-05-21,2025-05-21,0.07
42468311181,sold,{'Sticker | High Heat'},2025-05-04,2025-05-21,1.10
44033086185,bought,{'Charm | Big Kev'},2025-05-21,2025-05-21,0.50
44033043156,bought,{'Charm | Big Kev'},2025-05-21,2025-05-21,0.50
44032702454,bought,{'Charm | Big Kev'},2025-05-21,2025-05-21,0.50
43432175295,bought,{"Charm | Lil' Ava"},2025-05-03,2025-05-21,0.43
40190883514,bought,{"Charm | Lil' Ava"},2025-05-03,2025-05-21,0.43
43303532213,bought,{"Charm | Lil' Ava"},2025-05-03,2025-05-21,0.43
42757136558,bought,{"Charm | Lil' Ava"},2025-05-03,2025-05-21,0.43
43662809420,bought,{"Charm | Lil' Ava"},2025-05-03,2025-05-21,0.43
43954829854,sold,{'P250 | Facility Draft'},2025-05-21,2025-05-21,0.04
42205825309,sold,{'Sticker | Boom Detonation'},2025-03-05,2025-05-19,0.06
31270863396,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863395,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863398,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863397,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863399,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863400,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863401,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863402,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863404,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863403,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863405,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863408,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863410,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863409,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863407,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863406,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
42409012639,sold,{'Sticker | Boom Epicenter'},2025-03-16,2025-05-18,0.05
31270863414,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863413,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863412,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
31270863411,sold,{'Paris 2023 Challengers Sticker Capsule'},2025-02-26,2025-05-18,0.09
42472046514,sold,{'Sticker | Boom Trail'},2025-05-04,2025-05-17,0.14
42469775656,sold,{'Sticker | Hydro Wave'},2025-05-04,2025-05-16,0.32
31270853486,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853488,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853489,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853487,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853485,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853493,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853490,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853491,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853492,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853498,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853497,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853496,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853495,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853494,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853499,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853500,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853502,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853503,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853504,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
31270853501,sold,{'Paris 2023 Legends Sticker Capsule'},2025-02-26,2025-05-10,0.10
43488340274,bought,{'Sticker | Tamara'},2025-05-02,2025-05-07,0.88
24072933868,bought,{'Sticker | LNZ | Stockholm 2021'},2025-05-03,2025-05-07,0.11
43556290519,bought,{'Sticker | mir | London 2018'},2025-05-06,2025-05-07,1.88
18735437577,bought,{'Sticker | fer | Berlin 2019'},2025-05-07,2025-05-07,1.06
40215162417,bought,{'Sticker | huNter | Antwerp 2022'},2025-11-06,2025-05-07,0.03
31270877073,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877074,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877076,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877075,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877077,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877078,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877080,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877079,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877081,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877082,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877083,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877084,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877085,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877086,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877087,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877090,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877091,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877088,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877092,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270877089,sold,{'Paris 2023 Contenders Autograph Capsule'},2025-02-26,2025-05-06,0.11
31270881768,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881769,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881750,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881751,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881752,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881753,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881754,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881755,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881759,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881757,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881756,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881758,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881760,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881761,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881763,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881762,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881764,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881766,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881767,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
31270881765,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889067,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889022,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889015,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889014,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889018,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889072,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889074,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889070,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889080,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889084,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889079,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889090,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889083,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889098,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889100,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889105,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
38679889103,sold,{'Paris 2023 Champions Autograph Capsule'},2025-02-26,2025-05-06,0.15
42113888728,sold,{'Sticker | Lefty (T)'},2025-03-02,2025-05-02,0.06
43237023859,sold,{'Kilowatt Case'},2025-04-12,2025-04-12,0.69
42997107401,sold,{'Kilowatt Case'},2025-04-12,2025-04-12,0.69
42083277637,sold,{'Sticker | Chompers'},2025-03-02,2025-03-27,0.33
41962284783,sold,{'Prisma Case'},2025-03-16,2025-03-23,1.18
41962379832,sold,{'Prisma Case'},2025-03-16,2025-03-23,1.18
41962403291,sold,{'Prisma Case'},2025-03-16,2025-03-23,1.18
41962287447,sold,{'Prisma Case'},2025-03-16,2025-03-23,1.18
41962300020,sold,{'Prisma Case'},2025-03-16,2025-03-23,1.18
42112340092,sold,{'Sticker | Blinky'},2025-03-02,2025-03-21,0.38
42383694189,sold,{'Sticker | Bolt Energy'},2025-03-16,2025-03-17,0.12
42400295808,sold,{'Sticker | Boom Trail'},2025-03-16,2025-03-17,0.11
42378337899,sold,{'Sticker | Boom Trail'},2025-03-16,2025-03-17,0.11
42391883407,sold,{'Sticker | Bolt Charge'},2025-03-16,2025-03-17,0.75
42378339961,sold,{'Sticker | Bolt Charge'},2025-03-16,2025-03-17,0.75
42408195418,sold,{'Sticker | Rainbow Route (Holo)'},2025-03-16,2025-03-16,0.82
42540777072,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42388530833,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42523531816,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42179927377,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42537537369,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42487681172,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42461892739,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42512429593,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
41580287362,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42540555168,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
39270943254,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
41657559605,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42411766299,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42540490286,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42533070426,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42458464014,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42540440455,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42540399761,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42109361587,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42182828304,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42540261388,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42539288961,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42540156161,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42540172885,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42386977617,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
41083120553,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42529760785,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42352349498,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42280442397,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42539823448,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42539858153,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42389771564,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42539863038,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
41806798851,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42539816907,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
36950177928,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42381609588,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42539223916,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42451371451,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42539677655,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42539642879,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42539227715,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42539555645,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42387470848,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42539321686,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
29369737243,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42539285341,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42539279815,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42383579058,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42457957802,bought,{'Recoil Case'},2025-03-12,2025-03-12,0.25
42319113409,sold,{'Sticker | Boom Trail (Glitter)'},2025-03-12,2025-03-12,0.22
42318336272,sold,{'Sticker | Scorch Loop'},2025-03-12,2025-03-12,0.28
42230205582,sold,{'Sticker | Boom Blast'},2025-03-06,2025-03-09,0.05
37830298861,bought,{'Revolution Case'},2025-03-09,2025-03-09,0.57
42473076690,bought,{'Revolution Case'},2025-03-09,2025-03-09,0.57
42334594342,bought,{'Revolution Case'},2025-03-09,2025-03-09,0.57
42473062453,bought,{'Revolution Case'},2025-03-09,2025-03-09,0.57
38589781249,bought,{'Revolution Case'},2025-03-09,2025-03-09,0.57
